Question ID,Question Number,Question Content,Image,User
f2016,2,What was the tastiest item you remember eating for lunch?,229233,f214
f2017,1,Who is the best skateboarder in this picture?,143528,f224
f2018,2,Where is the kid in the white hat going?,143528,f224
f2019,1,Who is she texting?,122631,f224
f2020,2,What is she reading?,122631,f224
f2021,1,Did the runner try to steal the base?,578023,f216
f2022,2,Did this slide happen after a pitch or just before it?,578023,f216
f2023,1,Is it raining outside?,134344,f221
f2024,2,Is she about to run on the track?,134344,f221
f2025,1,Are all of the kites homemade?,546703,f219
f2026,2,Is there any wind?,546703,f219
f2027,1,What is it looking at,110084,f223
f2028,2,Why is it standing alone,110084,f223
f2029,1,Why is this room so unorganized in the background?,337536,f220
f2030,2,When is the last time this man has had a haircut?,337536,f220
f2031,1,Who are they playing with?,456987,f224
f2032,2,Are they related?,456987,f224
f2033,1,What's the weather like today?,236350,f224
f2034,2,To whom does the umbrella belong to?,236350,f224
f2035,1,Why is he not wearing a helmet?,226176,f221
f2036,2,Is he driving super fast?,226176,f221
f2037,1,What is the speed of the bike,226176,f223
f2038,2,What is the colour of their shoes,226176,f223
f2039,1,What part of the world are we in?,65195,f224
f2040,2,What other animals are nearby but out of the picture?,65195,f224
f2041,1,When is the last time the trash has been emptied?,210729,f220
f2042,2,Does this girl think it's healthy to eat a donut while drinking a smoothie?,210729,f220
f2043,1,Why is he looking like that?,199469,f221
f2044,2,Is he a ceo?,199469,f221
f2045,1,How many people are in the picture,551470,f223
f2046,2,Where is the train off to,551470,f223
f2047,1,"Are women judged by ability, looks, or both?",5094,f215
f2048,2,What does clothing say about the women?,5094,f215
f2049,1,What is that hanging from the doorknob?,262407,f220
f2050,2,Who's idea was it to hang that ugly curtain at the door?,262407,f220
f2051,1,Is this the annual Christmas party at the office?,366897,f220
f2052,2,Why do they have so many electronics on one table?,366897,f220
f2053,1,Why is she making the sandwich herself?,262407,f225
f2054,2,Does she often make her own lunches and snacks?,262407,f225
f2055,1,Is this a school bus or city bus?,579568,f220
f2056,2,Is the cross on top of the building in the background turned upside down?,579568,f220
f2057,1,What country are they in?,418569,f225
f2058,2,Is this a normal day for them or are they on vacation somewhere?,418569,f225
f2059,1,How does a person go from a skiing novice to a skiing acrobat?,253334,f215
f2060,2,How does the shape and size of skis affect a skier's speed?,253334,f215
f2061,1,Which sport are these people watching?,366897,f226
f2062,2,What game are these people playing?,366897,f226
f2065,1,Is this her first time riding an elephant in the wild?,83468,f225
f2066,2,Does the elephant enjoy having someone on its back?,83468,f225
f2067,1,How often do you use public transportation?,579568,f227
f2068,2,How often does it rain around where you live?,579568,f227
f2069,1,How many hours have these people been trapped in this room?,186753,f226
f2070,2,Which holiday are these people celebrating?,186753,f226
f2071,1,Does the cat often watch TV or just certain shows?,354517,f225
f2072,2,What is the cat's favorite show?,354517,f225
f2075,1,How long have you been skateboarding?,381509,f227
f2076,2,Where is the skatepark located?,381509,f227
f2077,1,How long did he practice to get the move just right?,381509,f225
f2078,2,Was the photography in the right place at the right time or was he waiting for the perfect shot all day?,381509,f225
f2081,1,Are you currently or have previously been a truck driver?,270716,f227
f2082,2,Are you interested in construction work?,270716,f227
f2083,1,How many minutes until this kitten takes a nap?,354517,f226
f2084,2,Will this kitten's owner remember he left the TV on?,354517,f226
f2085,1,Do you like animals?,211686,f227
f2086,2,Do you watch a lot of movies?,211686,f227
f2087,1,"Are the men shown, computer gamers?",186753,f215
f2088,2,How does one learn to live in an artificial world?,186753,f215
f2091,1,How many songs are remaining in this concert?,211686,f226
f2092,2,What kind of cat noises is the singer making?,211686,f226
f2093,1,Do you use your computer most of the day?,11091,f227
f2094,2,How long have you been an animal owner?,11091,f227
f2097,1,What is the lady thinking about at this moment?,126681,f229
f2098,2,How hot is it on this day?,126681,f229
f2099,1,What is going on in this scene?,151327,f229
f2100,2,What do you think the man is thinking about?,151327,f229
f2101,1,What is the name of this backyard children's game?,286149,f226
f2102,2,How many siblings does this dog have?,286149,f226
f2103,1,Where do you think this event is taking place?,200796,f229
f2104,2,What is going on in this picture?,200796,f229
f2105,1,Why do you think the lady is smiling?,249275,f229
f2106,2,Who could she be texting here?,249275,f229
f2107,1,What type of event is show here?,514299,f229
f2108,2,How old are these planes here?,514299,f229
f2109,1,Why was this picture taken?,256385,f215
f2110,2,What is the purpose of the white controllers?,256385,f215
f2111,1,Does the computer have chrome installed?,310606,f230
f2112,2,What kind of company does he work for?,310606,f230
f2113,1,What kind of meds are on the table?,299836,f230
f2114,2,What genre of movies are on the rack?,299836,f230
f2115,1,Is there any wildlife here? ,571078,f230
f2116,2,What's the temperature?,571078,f230
f2117,1,What's he thinking about?,116968,f230
f2118,2,Are there any sharks in the water?,116968,f230
f2119,1,Where's the other teams teammate?,361930,f230
f2120,2,Who's serve is it?,361930,f230
f2121,1,How many years do you reckon the lass has with the bear?,203497,f231
f2122,2,To where (or at what) is the lass looking?,203497,f231
f2123,1,"Hey, what country is this in?",181631,f231
f2124,2,Why did the photographer take this picture anyway?,181631,f231
f2125,1,Is this a family reunion  of your family ?,491831,f233
f2126,2,Is this dog trained to  do that or is he just excited ?,491831,f233
f2127,1,What is going on here?,15897,f234
f2128,2,What is this for?,15897,f234
f2129,1,Did the horse just win the race?,423247,f232
f2130,2,What is the horse feeling at this moment?,423247,f232
f2131,1,Where is this?,501381,f234
f2132,2,Who is this guy?,501381,f234
f2133,1,Are these images of  the same person ?,547764,f233
f2134,2,How do you use photo  shop to create this ?,547764,f233
f2135,1,"Is this venue still in business, considering The Pandemic?",370059,f231
f2136,2,How many other people are in attendance here?  (Surely 4 people won't consume the three pies that we can see?),370059,f231
f2137,1,What is this child feeling?,408917,f232
f2138,2,What season was this picture taken?,408917,f232
f2139,1,Is that an ancient Buddhist temple in the back round?,65195,f233
f2140,2,Is this picture taken in India ?,65195,f233
f2141,1,In what country was this image taken?,298008,f232
f2142,2,What is the weather like in this picture?,298008,f232
f2143,1,Is this police officer guarding a parade  about to start?,250737,f233
f2144,2,Is this picture taken  in a European country ?,250737,f233
f2145,1,Which team will win the game?,198323,f232
f2146,2,What sport is being played?,198323,f232
f2147,1,Why are little kids cute?,103251,f234
f2148,2,What are they eating?,103251,f234
f2149,1,What emotion is the child in the image feeling?,53712,f232
f2150,2,What activity is the child doing in this image?,53712,f232
f2151,1,Is  this a picture of a man or a woman ? It's hard to tell nowadays,565513,f233
f2152,2,What is this person eating ?,565513,f233
f2153,1,What are they doing?,518157,f234
f2154,2,Where is this place?,518157,f234
f2155,1,What donut shop is this from?,107147,f234
f2156,2,What kind of filling is in these donuts,107147,f234
f2157,1,Do the different colors of the house makes the house appear odd?,521867,f235
f2158,2,How many bedrooms does this house have?,521867,f235
f2159,1,What items does this food truck sell?,10890,f236
f2160,2,Which of the people in line have eaten here before?,10890,f236
f2163,1,Is this a park?,212887,f235
f2164,2,Does the boy know how to fly a kite?,212887,f235
f2165,1,What scent is that liquid soap?,571136,f231
f2166,2,"I wonder, how many other people unironically commented on the one pink towel uptop that's clearly askew from the rest?",571136,f231
f2167,1,How wealthy are these two gentlemen?,327369,f231
f2168,2,"One of these players is an instructor, isn't he?",327369,f231
f2169,1,Are the girls waiting to cross the road or waiting to buy things?,209200,f235
f2170,2,Is it a woman or a man in the vehicle?,209200,f235
f2171,1,Are they coming back from the beach or going to the beach?,518966,f235
f2172,2,Can both of them surf?,518966,f235
f2173,1,Do any of these people have kids?,367357,f236
f2174,2,Which one of the women knew the other first?,367357,f236
f2177,1,What is the gender of the Horses?,560885,f235
f2178,2,Are they going to for a competition?,560885,f235
f2179,1,why is the concentration so much?,68287,f238
f2180,2,Are they waiting for someone?,68287,f238
f2181,1,What is the relationship between the two people?,418569,f239
f2182,2,What vehicle did they take to get to the beach?,418569,f239
f2183,1,How often do people go surfing here?,48229,f236
f2184,2,How many families live in the buildings across from the water?,48229,f236
f2185,1,How much does the train weigh?,211788,f239
f2186,2,How many engineers operate the train?,211788,f239
f2187,1,Who is the man waiting for?,115505,f239
f2188,2,Did he offer the woman to share his umbrella?,115505,f239
f2189,1,What was the final score of the game?,321389,f239
f2190,2,What was the temperature during the game?,321389,f239
f2191,1,Who is the person pictured?,468401,f239
f2192,2,What position do they play?,468401,f239
f2195,1,Is that guy sick?,39643,f242
f2196,2,What is that man worried about?,39643,f242
f2197,1,How long have these items been sitting in the bucket?,236350,f236
f2198,2,"Who put a second bucket next to the first one?





",236350,f236
f2199,1,How much did a shower/bathtub cost?,555101,f242
f2200,2,Are you making repairs to the bathtub/shower?,555101,f242
f2201,1,I wonder how he began his business?,87096,f241
f2202,2,How much income does he earn per day?,87096,f241
f2203,1,where was this picture taken?,447795,f242
f2204,2,Where is the truck going?,447795,f242
f2205,1,Where did that girl get her lunch from?,377476,f242
f2206,2,What school does this little girl attend?,377476,f242
f2207,1,How many other vehicles are behind these two people?,275544,f236
f2208,2,Have either one of them been in an accident this month?,275544,f236
f2209,1,Why does some ocean wave has so much current?,467068,f238
f2210,2,Do you know why falling into the middle of an ocean could be dangerous?,467068,f238
f2211,1,Where did those flowers come from?,308575,f242
f2212,2,Are the lights out at the house?,308575,f242
f2213,1,What is the relationship between these people?,324261,f243
f2214,2,Have these drinkers had too much?,324261,f243
f2215,1,Is this a family of skiiers?,56023,f243
f2216,2,What slopes will they be able to tackle?,56023,f243
f2217,1,What did each one consider in order to decide to be a guardsman?,567858,f241
f2218,2,How many hours per day do they work?,567858,f241
f2219,1,What kind of cake needs a knife and cleaver to cut?,386419,f243
f2220,2,Did one of the cake cutters get caught in the rain or showered by champagne?,386419,f243
f2221,1,How fast is this skiier traveling?,132710,f243
f2222,2,Where is this mountain located?,132710,f243
f2225,1,Is this the world's tiniest motorcycle?,302236,f243
f2226,2,Are those the right shoes for this activity?,302236,f243
f2227,1,I wonder does he find peace and calm in the garden?,514131,f241
f2228,2,Did he build the garden in order to have a place to go and meditate?,514131,f241
f2229,1,I don't know if badminton can be played on a plane field?,102256,f238
f2230,2,Why does most get carried away during an intense football match?,102256,f238
f2231,1,Do elephants require twenty-four-seven care?,201342,f244
f2232,2,How long are elephants tusks on average?,201342,f244
f2233,1,Is that girl wanna tell something about our generation?,32442,f240
f2234,2,Do the police officer do the right thing?,32442,f240
f2235,1,Is this man going to a business meeting?,472426,f244
f2236,2,I wonder what he is looking at?,472426,f244
f2237,1,Why is this person flying a kite?,53275,f245
f2238,2,Are they at a kite flying event?,53275,f245
f2239,1,Are these freshmen students attending an open house at a university?,362683,f241
f2240,2,How many of the students present will complete their goal and graduate?,362683,f241
f2241,1,Was friendship was better without devices?,6332,f240
f2242,2,Can we spend ore quality time without technologies?,6332,f240
f2243,1,How popular is kite flying as a hobby?,468279,f246
f2244,2,Do people fly kites on the beach like people surf during approaching hurricanes?,468279,f246
f2245,1,What is life without happiness?,145621,f247
f2246,2,Why am I so lost?,145621,f247
f2247,1,Will this person win the race?,23253,f245
f2248,2,How long has this person been training for?,23253,f245
f2249,1,Is she taking tennis lessons or is she a professional?,164262,f241
f2250,2,Did she win the match?,164262,f241
f2251,1,"Can you play a musical instrument? If so, what is it?",308936,f240
f2252,2,Can you read music?,308936,f240
f2253,1,What demographic contains the most avid kite hobbyists?,520378,f246
f2254,2,What are some ideal places to fly kites?,520378,f246
f2255,1,Are these two people dating?,245590,f245
f2256,2,What kind of game are they playing together?,245590,f245
f2257,1,Is this a birthday party or a regular get-together?,369931,f244
f2258,2,What are they drinking?,369931,f244
f2259,1,Did women start playing baseball in the '40s,456987,f247
f2260,2,Why did women wear skirts while playing baseball,456987,f247
f2261,1,Do I need help cutting this cake,446141,f247
f2262,2,Whose birthday was it today,446141,f247
f2263,1,How much would the bus fare cost here?,5313,f245
f2264,2,What kind of things are sold at this bus area?,5313,f245
f2265,1,I wonder if this was a competition?,11631,f244
f2266,2,I wonder if it rained later that day?,11631,f244
f2267,1,What mountain is this,8314,f247
f2268,2,How long did it take you to reach the top,8314,f247
f2269,1,i dont know why it is difficult for some people to understand simple explanation?,322835,f238
f2270,2,why does sitting arrangement in some hall looks so awkward?,322835,f238
f2271,1,Is this the first day of school picture,466445,f247
f2272,2,Why is your room dirty,466445,f247
f2273,1,I wonder what they are talking about at the table?,252952,f244
f2274,2,I wonder what kind of restaurant this is?,252952,f244
f2275,1,How common is it for children to be harassed at school bus stops?,325957,f246
f2276,2,Do high schools usually have student volunteer safety patrols?,325957,f246
f2277,1,when was the first time you said your girlfriend i love you?,168083,f240
f2278,2,can doing funny stuffs brings more happiness?,168083,f240
f2279,1,Are these two people on their way to work?,69432,f245
f2280,2,Is the person taking the selfie an uber driver?,69432,f245
f2281,1,What's the best family-friendly Nintendo Wii game?,86075,f246
f2282,2,Is central air conditioning common across the United States?,86075,f246
f2283,1,what type of place you enjoy more?,248797,f240
f2284,2,what do you think when you are beside of a sea?,248797,f240
f2285,1,"Is it ever too cold to go surfing?
",149036,f246
f2286,2,Have drones made it easier to capture surfers in action?,149036,f246
f2287,1,Does getting one's eye fixated on a screen not dangerous?,257670,f238
f2288,2,I dont understand why some prefer to stay alone?,257670,f238
f2293,1,Why are these ladies here?,433296,f250
f2294,2,Would you want a kitchen with a fireplace in it?,433296,f250
f2295,1,Do baseball players have a rigorous exercise routine?,36098,f249
f2296,2,Do baseball players make a lot of money?,36098,f249
f2299,1,Have you ever been to a gay pride parade?,477774,f250
f2300,2,Would you dress up to participate in a parade?,477774,f250
f2301,1,What is your favorite baseball team?,203847,f250
f2302,2,Have you ever gotten a home run?,203847,f250
f2303,1,How long does it take to get good at a sport like this?,43829,f249
f2304,2,Would this sport qualify for the olympics?,43829,f249
f2307,1,Do you think this person is happy?,521416,f251
f2308,2,What video game do you think this person is playing?,521416,f251
f2309,1,Which beach is your favorite?,338544,f250
f2310,2,What do you like to do at the beach?,338544,f250
f2311,1,How do you decorate your bedroom?,494671,f250
f2312,2,What gives you comfort?,494671,f250
f2313,1,How many bikes does the average person own?,387124,f249
f2314,2,At what age does the average person learn to ride a bike?,387124,f249
f2317,1,How many people do you think can fit on this vehicle?,290136,f251
f2318,2,What time of day do you think this photograph was taken?,290136,f251
f2319,1,Can cats be taught commands?,250400,f249
f2320,2,How smart is the average cat?,250400,f249
f2321,1,How much do you think the red boat costs?,27777,f251
f2322,2,Who do you think owns the red boat?,27777,f251
f2323,1,How much the average American order takeout?,107518,f249
f2324,2,How many calories does the average American consume each day?,107518,f249
f2325,1,Can you easily see what is in the image?,431043,f251
f2326,2,Why do you think the image is blurry?,431043,f251
f2327,1,How tall do you think this person is?,204489,f251
f2328,2,What ethnic background do you think this person is from?,204489,f251
f2329,1,What types of TV shows are best for dogs?,28878,f252
f2330,2,What are some ways to manage the cables behind your electronic equipment?,28878,f252
f2331,1,What types of downhill snow sports exist?,275685,f252
f2332,2,Is downhill skiing dangerous?,275685,f252
f2333,1,Is working in a kitchen enjoyable?,47680,f252
f2334,2,What types of plates are best for a commercial restaurant?,47680,f252
f2335,1,What are the best cakes for a birthday party?,493114,f252
f2336,2,What year did the transformers TV show go off the air?,493114,f252
f2337,1,In what country is cross country skiing most popular?,402224,f252
f2338,2,How do you stay hydrated during outdoor winter sports?,402224,f252
f2339,1,Is this woman cooking something?,196108,f253
f2340,2,"Is she in her own home, or could she be looking for someone else in their home?",196108,f253
f2341,1,What is the likelihood he just hit a home run?,577953,f254
f2342,2,How fast do you think he'll run around the bases?,577953,f254
f2343,1,Where might this person be traveling to?,46942,f254
f2344,2,Is this person traveling alone?,46942,f254
f2345,1,What book or newspaper might this man be looking at or reading?,550870,f254
f2346,2,Do you think he ate all this pizza himself or had help.,550870,f254
f2347,1,Is this in the zoo or in the jungle?,136078,f253
f2348,2,"Is the first elephant chewing on food, or do their tusks seem to be growing?",136078,f253
f2349,1,What color is the man's shirt?,307150,f255
f2350,2,What type of terrain is the man riding on?,307150,f255
f2351,1,Are these people friends?,180354,f254
f2352,2,Where might they be going after they have taken their pictures? ,180354,f254
f2353,1,Who created this artwork on this train?,158099,f254
f2354,2,Is the train stopping or starting?,158099,f254
f2355,1,Why are there cows walking in the street?,208372,f253
f2356,2,"Do you think there are any farms nearby, and this is how they are transported?",208372,f253
f2357,1,Do you think the sheep is enjoying this event?,115251,f255
f2358,2,How is the boy in the yellow shirt helping the boy riding the sheep?,115251,f255
f2359,1,Do you think this woman is looking at pictures of a person she knows?,508749,f255
f2360,2,Where do you think the woman is sitting with her laptop?,508749,f255
f2361,1,Is this a graduation?,364455,f257
f2362,2,Are these the rich elite?,364455,f257
f2363,1,How old is the birthday boy turning?,269561,f256
f2364,2,Which other party attendees look most curious about this cake cutting process.,269561,f256
f2365,1,What body of water is this?,381547,f257
f2366,2,What are these remnants?,381547,f257
f2369,1,How old is the motorcycle driver.,442321,f256
f2370,2,Where is the motorcycle driver going?,442321,f256
f2371,1,Who do you think is flying the kites?,423107,f255
f2372,2,Do you think the two people in this picture are flying kites or just watching?,423107,f255
f2373,1,Are they playing baseball on a video game?,552453,f257
f2374,2,Why is that one person not playing?,552453,f257
f2375,1,How did this road obstruction get here?,69874,f256
f2376,2,How long until assistance can arrive?,69874,f256
f2377,1,Where is this picture taken?,270716,f257
f2378,2,Whose land is selling timber?,270716,f257
f2379,1,Is this in Pakistan?,23951,f257
f2380,2,Are there any storms around?,23951,f257
f2381,1,What is being celebrated or demonstrated?,409681,f256
f2382,2,Where are they?,409681,f256
f2383,1,"What is being filmed/captured in this image?
",520810,f256
f2384,2,Where are the subjects of this image?,520810,f256
f2385,1,Does this pizza have appetizing toppings?,149712,f255
f2386,2,Why is the pizza on the mesh rack?,149712,f255
f2387,1,How come the man up close is not wearing much protection?,301207,f253
f2388,2,How is that same man able to skateboard so well despite little protection?,301207,f253
f2389,1,What will happen after midnight?,172151,f259
f2390,2,Why would anyone exit this beautiful city at night when it's glorious during the day?,172151,f259
f2391,1,What do flowers smell like after the rain?,372604,f259
f2392,2,How big does an umbrella have to be to protect you from the sun?,372604,f259
f2393,1,How many sets of tennis does it take to win a match?,130122,f259
f2394,2,How much are ball people paid at Wimbledon ?,130122,f259
f2395,1,Why is he cooking? ,243304,f260
f2396,2,Is he from another country? ,243304,f260
f2397,1,Why do banana's sweetness activate my gag reflex?,45097,f259
f2398,2,How much does a sugar daddy pay you to be with him?,45097,f259
f2399,1,What are sustainable solutions to the housing crisis?,254101,f259
f2400,2,Why aren't all trash recycled and repurporsed?,254101,f259
f2401,1,Is this an old picture?,474668,f260
f2402,2,What is he talking about? ,474668,f260
f2403,1,Is the boy with the red bat playing by himself?,362591,f253
f2404,2,Why do you suppose the man in the back is standing by himself?,362591,f253
f2405,1,Are they on vacation? ,339670,f260
f2406,2,Is it a store? ,339670,f260
f2407,1,Is he alone? ,67974,f260
f2408,2,Who took the picture? ,67974,f260
f2409,1,Is this some kind of auction? ,260134,f260
f2410,2,Is it a wine tasting? ,260134,f260
f2411,1,Is she by herself on the field?,379613,f261
f2412,2,How many years did she train?,379613,f261
f2413,1,What good news did they receive?,183740,f263
f2414,2,Did someone tell funny joke?,183740,f263
f2415,1,What are they celebrating?,514346,f263
f2416,2,Is this a special occasion?,514346,f263
f2417,1,Where are they going?,123552,f261
f2418,2,Who is going to ride the bike?,123552,f261
f2419,1,Which animal is angry?,468891,f264
f2420,2,What is the animal a the top thinking?,468891,f264
f2421,1,Is this person a professional snowboarder?,565767,f263
f2422,2,What are they thinking about?,565767,f263
f2423,1,What country is the woman vacationing in?,331523,f264
f2424,2,Is the sky cloudlesss?,331523,f264
f2425,1,Is she winning the tennis match?,395178,f263
f2426,2,How may years has she practiced? ,395178,f263
f2427,1,How hot is today?,509255,f264
f2428,2,Is the woman playing with her bff?,509255,f264
f2429,1,How many girls are going?,104343,f261
f2430,2,How many grown-ups will there be?,104343,f261
f2431,1,Is the press conference delayed?,363957,f264
f2432,2,HOw many reporters are present?,363957,f264
f2433,1,How fast is he throwing the ball?,22482,f263
f2434,2,Is his team winning? ,22482,f263
f2435,1,How many people are at the table?,233902,f261
f2436,2,What did they drink?,233902,f261
f2437,1,Is the man lost?,403357,f264
f2438,2,Is the phone call the man is making long distance?,403357,f264
f2439,1,What is the being provided by the tube leading to the middle of the pan?,568640,f265
f2440,2,What are the rods the individual is using made of?,568640,f265
f2441,1,What is the speed of the tennis ball as it approaches the player?,151927,f265
f2442,2,What is the best arm angle to deliver a tennis serve?,151927,f265
f2443,1,Is the water cold?,556512,f261
f2444,2,What ocean is this?,556512,f261
f2445,1,What percentage of the traffic is cyclists?,385972,f265
f2446,2,Where is the cyclists probable destination?,385972,f265
f2447,1,What is the best camera on the market today?,460362,f265
f2448,2,What is the best box construction for pizza delivery?,460362,f265
f2449,1,How many words can a parrot learn?,80404,f265
f2450,2,What is the average wingspan of a parrot?,80404,f265
f2451,1,What is the color of the Frisby?,80426,f269
f2452,2,Is the lady going to swim in the sea?,80426,f269
f2453,1,Do you think the people around her like her?,264309,f267
f2454,2,Is she an important person in this room?,264309,f267
f2455,1,Is he surfing?,534866,f269
f2456,2,Is he going to fall in the river?,534866,f269
f2457,1,Do you think the people in the audience have to do what the performing is doing?,544261,f267
f2458,2,How did he end up doing this?,544261,f267
f2459,1,Did she hit a home run?,553100,f269
f2460,2,What team does she play for?,553100,f269
f2461,1,Is she in the bathroom?,454894,f269
f2462,2,What type of camera is she using?,454894,f269
f2463,1,In what country is this restaurant?,64492,f266
f2464,2,What meal of the day his this?,64492,f266
f2465,1,Is the player going to commit a foul?,414314,f269
f2466,2,What are the colors of the ball?,414314,f269
f2467,1,How's the water today?,563617,f273
f2468,2,Is learning to surf difficult,563617,f273
f2469,1,What food is the girl consuming?,177840,f271
f2470,2,Who or what is the girl looking at?,177840,f271
f2471,1,I wonder what's in the Orange case?,369452,f272
f2472,2,What statement or thought's was the artist hoping to generate by creating this piece? ,369452,f272
f2473,1,Do these items all belong to the same person?,413903,f266
f2474,2,Who took a bite out of the chocolate bar?,413903,f266
f2475,1,Where do you think that the train is going?,206467,f274
f2476,2,"Do you think that trains will ever be able to fly, like in back to the future?",206467,f274
f2477,1,How many feet in the air is the individual?,253334,f271
f2478,2,What facial expression is the person wearing?,253334,f271
f2479,1,What is the best design for a bathroom?,139304,f273
f2480,2,Do people close the door when the bathroom is empty?,139304,f273
f2481,1,What is going on inside the tent?,429065,f271
f2482,2,Which day of the week is this?,429065,f271
f2483,1,"Whose birthday is it, the man or the woman?",469293,f274
f2484,2,What stories  could these people tell about each other's lives?,469293,f274
f2485,1,Are these people two pairs of couples?,562845,f266
f2486,2,What is the man going to do with the video of the women?,562845,f266
f2487,1,Do you think that he is going to win the race?,251210,f274
f2488,2,How many bones do you think that he has broken from motorcycle crashes?,251210,f274
f2489,1,What is the man thinking about?,306439,f275
f2490,2,What did the owner do to be able to afford this car?,306439,f275
f2491,1,Was outdoors event cancelled?,86560,f273
f2492,2,Is it raining outside?,86560,f273
f2493,1,Who took this picture of the woman?,179024,f271
f2494,2,Does this woman have children?,179024,f271
f2495,1,How big are the waves today? ,41658,f272
f2496,2,What does it take to become a proficient surfer? ,41658,f272
f2497,1,How long has the man been homeless?,48747,f275
f2498,2,What led this man to living on the street?,48747,f275
f2499,1,What is the interview about?,563545,f274
f2500,2,Which hat do you like best and where do you think you can buy it?,563545,f274
f2501,1,How far did the truck drive the fruit?,179209,f275
f2502,2,How much money will those bananas bring at market?,179209,f275
f2503,1,Is it true that left handed players have more options in sports?,262529,f273
f2504,2,Do you prefer singles in doubles when playing tennis?,262529,f273
f2505,1,How did this plane end up where it is?,316474,f266
f2506,2,Is this plane functional?,316474,f266
f2507,1,Are these two women related to each other?,67462,f267
f2508,2,Is this a happy celebration?,67462,f267
f2509,1,In what country was this photo taken?,47054,f275
f2510,2,Is this man a professional photographer?,47054,f275
f2511,1,Why does he fly a kite?,513810,f277
f2512,2,What kind of kite design can fly high?,513810,f277
f2513,1,How much milk do they get from that cow? ,393503,f272
f2514,2,Ever wonder where the milk you bought at the store came from - where was that cow? ,393503,f272
f2515,1,What are Gonzalez's batting statistics?,56313,f266
f2516,2,Are there any runners on base?,56313,f266
f2517,1,What are they getting ready to plant?,384157,f278
f2518,2,How long does it take for the horse to get this field plowed,384157,f278
f2519,1,Do you think this is her first time having cake?,8024,f274
f2520,2,What presents do you think she will get?,8024,f274
f2521,1,Does the color of the lighthouse affect the crew's identification?,173870,f277
f2522,2,"In a clear day, how far away can the crew on board see this lighthouse?",173870,f277
f2523,1,Who do you think is the better disc golfer?,127388,f275
f2524,2,How long have these two known each other?,127388,f275
f2525,1,What restaurant is this served at?,28797,f278
f2526,2,What is the name of this menu item?,28797,f278
f2527,1,Is cycling good exercise and a good way to get around?,390756,f273
f2528,2,Should they close more roads so they can be used for recreation?,390756,f273
f2529,1,Are these men being safe?,119379,f267
f2530,2,Are they experienced in this field?,119379,f267
f2531,1,Is it common for T-ball to use tennis balls for practice?,240490,f279
f2532,2,What ages are eligible to participate in T-ball leagues?,240490,f279
f2533,1,Can horses understand human language?,222361,f277
f2534,2,Can horses understand human emotions?,222361,f277
f2535,1,Are the two guys related to one another?,14502,f271
f2536,2,Is this the batter's first time playing this sport?,14502,f271
f2537,1,Do short-haired dogs need to wear extra clothes?,334616,f277
f2538,2,How do short-haired dogs keep warm in winter?,334616,f277
f2539,1,Wonder if these are all sisters?,544294,f276
f2540,2,How long have they known each other?,544294,f276
f2541,1,What is the score of this match?,473616,f278
f2542,2,Has this player ever won at the Wimbledon Championships?,473616,f278
f2543,1,How bad are the mosquitoes today? ,405057,f272
f2544,2,What's the farthest distance someone can throw a Frisbee? ,405057,f272
f2545,1,Is this something that these people do regularly?,404964,f267
f2546,2,Are these people all biking to the same location?,404964,f267
f2547,1,Is the officer using a mount for a special occasion?,7524,f279
f2548,2,Is this crowd control for a parade?,7524,f279
f2549,1,What is this sport called?,512838,f278
f2550,2,Has this rider ever been kicked off a horse before?,512838,f278
f2551,1,What type of company or entity is 350.org?,365175,f276
f2552,2,Are they required to wear a blue sport coat?,365175,f276
f2553,1,Can artificial intelligence be packed into a non-smart flip phone?,261673,f277
f2554,2,Can a flip phone from a decade ago exchange data with the latest phone?,261673,f277
f2555,1,Why was I not invited. ,240046,f280
f2556,2,Why is it not boy girl-boy girl?,240046,f280
f2557,1,What's on TV tonight? ,539571,f272
f2558,2,What type of camera and flash unit did you use to take this picture? ,539571,f272
f2559,1,Is this a college baseball game?,424124,f276
f2560,2,"Will he reach base by a hit, a walk or will he strike out?",424124,f276
f2561,1,Is this called kitesurfing?,12386,f278
f2562,2,Where is the best place to go to do this sport?,12386,f278
f2563,1,Isn't AstroTurf bad for the legs and feet?,559553,f279
f2564,2,Are college players required to keep hair off of the face?,559553,f279
f2565,1,Is this another countries version of the blue angels?,338383,f276
f2566,2,How many years of flying experience is required to be a part of this team?,338383,f276
f2567,1,Where are all the other people?,344157,f280
f2568,2,Are those flowers edible?,344157,f280
f2569,1,Is it dangerous to ski around all of those trees?,380227,f276
f2570,2,How much snowfall came in the last 24 hours?,380227,f276
f2573,1,Isn't skateboarding on a public street considered illegal?,414422,f279
f2574,2,Should the boy be riding on the skateboard without head protection?,414422,f279
f2575,1,What kind of tv shows do asian men watch?,495233,f284
f2576,2,Are the men in the picture related?,495233,f284
f2579,1,Why is the woman walking in the street?,413923,f284
f2580,2,What city is this?,413923,f284
f2583,1,Did somebody recently have a birthday?,468518,f279
f2584,2,Are the children making a surprise for their mother?,468518,f279
f2585,1,Is this a mathematics class?,427169,f284
f2586,2,What state is Seton Hall University in?,427169,f284
f2589,1,Who did he learn to do that from?,461815,f286
f2590,2,Why is he on a skateboard wearing crocs?,461815,f286
f2591,1,Isn't that style of graffiti art pretty much passé?,143528,f280
f2592,2,What the heck is that kid doing with the board?,143528,f280
f2593,1,What made her get a tattoo of a cassette on her arm?,494208,f288
